批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
0,JH-0215S,0,6995,0.0,0.0,1649.5,262.0
0,JH-0215S,0,8502,0.0,262.0,1298.0,146.0
0,JH-0215S,0,4665,1298.0,262.0,854.0,146.0
0,MNH-0218S,0,6080,0.0,0.0,1069.5,1025.0
0,MNH-0218S,0,7270,1069.5,0.0,1069.5,1025.0
0,MNH-0218S,0,6886,0.0,1025.0,843.0,183.0
0,MNH-0218S,0,7594,843.0,1025.0,843.0,183.0
0,MNH-0218S,1,7280,0.0,0.0,1069.5,1025.0
0,MNH-0218S,1,5431,1069.5,0.0,1051.0,1025.0
0,MNH-0218S,1,8553,0.0,1025.0,845.0,58.0
0,MNH-0218S,1,5891,845.0,1025.0,472.0,58.0
0,MNH-0218S,1,4884,1317.0,1025.0,448.0,58.0
0,MNH-0218S,1,4919,1765.0,1025.0,448.0,58.0
0,MNH-0218S,1,8504,0.0,1083.0,853.0,58.0
0,MNH-0218S,1,7650,853.0,1083.0,845.0,58.0
0,MNH-0218S,1,5856,1698.0,1083.0,472.0,58.0
0,MNH-0218S,1,25753,0.0,1141.0,2160.0,58.0
0,MNH-0218S,2,28893,0.0,0.0,850.0,681.0
0,MNH-0218S,2,6208,850.0,0.0,661.0,656.0
0,MNH-0218S,2,4737,1511.0,0.0,810.0,455.0
0,MNH-0218S,2,5952,0.0,681.0,941.0,538.0
0,MNH-0218S,2,8542,941.0,681.0,941.0,538.0
0,MNH-0218S,3,5544,0.0,0.0,845.0,574.0
0,MNH-0218S,3,7425,845.0,0.0,845.0,574.0
0,MNH-0218S,3,5207,1690.0,0.0,631.0,575.0
0,MNH-0218S,3,7467,0.0,578.0,1667.5,578.0
0,MNH-0218S,3,6192,1667.5,578.0,631.0,575.0
0,MNH-0218S,3,7113,0.0,1156.0,928.0,58.0
0,MNH-0218S,3,8189,928.0,1156.0,928.0,58.0
0,MNH-0218S,3,5916,1856.0,1156.0,542.0,58.0
0,MNH-0218S,4,4717,0.0,0.0,1628.0,578.0
0,MNH-0218S,4,7846,1628.0,0.0,780.0,570.5
0,MNH-0218S,4,8162,0.0,578.0,845.0,577.0
0,MNH-0218S,4,7437,845.0,578.0,538.0,508.0
0,MNH-0218S,4,7727,1383.0,578.0,538.0,508.0
0,MNH-0218S,4,8352,0.0,1156.0,928.0,58.0
0,MNH-0218S,4,27301,928.0,1156.0,902.0,58.0
0,MNH-0218S,4,7402,1830.0,1156.0,542.0,58.0
0,MNH-0218S,5,6411,0.0,0.0,2098.0,568.0
0,MNH-0218S,5,7749,0.0,570.5,2098.0,568.0
0,MNH-0218S,5,6542,0.0,1141.0,554.0,78.0
0,MNH-0218S,5,8537,554.0,1141.0,554.0,78.0
0,MNH-0218S,5,5783,1108.0,1141.0,438.0,78.0
0,MNH-0218S,5,8550,1546.0,1141.0,438.0,78.0
0,MNH-0218S,6,7817,0.0,0.0,862.0,565.0
0,MNH-0218S,6,4842,862.0,0.0,862.0,567.0
0,MNH-0218S,6,5846,0.0,570.5,845.0,558.0
0,MNH-0218S,6,7236,845.0,570.5,862.0,548.0
0,MNH-0218S,6,7716,1707.0,570.5,591.0,433.0
0,MNH-0218S,6,7781,0.0,1128.5,941.0,83.0
0,MNH-0218S,6,8020,941.0,1128.5,941.0,83.0
0,MNH-0218S,7,5021,0.0,0.0,928.0,555.0
0,MNH-0218S,7,7002,928.0,0.0,928.0,555.0
0,MNH-0218S,7,8013,0.0,555.0,927.0,536.0
0,MNH-0218S,7,7947,927.0,555.0,862.0,537.0
0,MNH-0218S,7,8477,1789.0,555.0,573.0,530.0
0,MNH-0218S,7,5392,0.0,1093.0,428.0,115.0
0,MNH-0218S,8,5071,0.0,0.0,578.0,528.0
0,MNH-0218S,8,5910,578.0,0.0,578.0,528.0
0,MNH-0218S,8,7017,1156.0,0.0,578.0,528.0
0,MNH-0218S,8,8311,1734.0,0.0,573.0,530.0
0,MNH-0218S,8,4938,0.0,530.0,1222.0,529.0
0,MNH-0218S,8,5802,1222.0,530.0,941.0,528.0
0,MNH-0218S,8,7063,0.0,1060.0,480.0,158.0
0,MNH-0218S,9,7617,0.0,0.0,1222.0,529.0
0,MNH-0218S,9,6215,1222.0,0.0,941.0,528.0
0,MNH-0218S,9,6780,0.0,530.0,2098.0,530.0
0,MNH-0218S,9,7122,0.0,1060.0,2320.0,58.0
0,MNH-0218S,9,29335,0.0,1118.0,902.0,58.0
0,MNH-0218S,9,5382,902.0,1118.0,862.0,58.0
0,MNH-0218S,9,7401,1764.0,1118.0,512.5,58.0
0,MNH-0218S,9,6658,0.0,1176.0,881.0,38.0
0,MNH-0218S,9,5180,881.0,1176.0,853.0,38.0
0,MNH-0218S,9,7344,1734.0,1176.0,573.0,38.0
0,MNH-0218S,10,7223,0.0,0.0,2001.0,529.0
0,MNH-0218S,10,6737,0.0,530.0,941.0,528.0
0,MNH-0218S,10,6916,941.0,530.0,941.0,528.0
0,MNH-0218S,10,5203,0.0,1060.0,1222.0,58.0
0,MNH-0218S,10,7998,1222.0,1060.0,1025.0,58.0
0,MNH-0218S,10,6038,0.0,1118.0,862.0,58.0
0,MNH-0218S,10,7027,862.0,1118.0,853.0,58.0
0,MNH-0218S,10,5517,1715.0,1118.0,505.0,58.0
0,MNH-0218S,10,5815,0.0,1176.0,853.0,38.0
0,MNH-0218S,10,7056,853.0,1176.0,853.0,38.0
0,MNH-0218S,10,25767,1706.0,1176.0,419.5,38.0
0,MNH-0218S,11,5170,0.0,0.0,2358.0,498.0
0,MNH-0218S,11,6498,0.0,500.0,1848.0,500.0
0,MNH-0218S,11,5051,1848.0,500.0,508.5,500.0
0,MNH-0218S,11,28850,0.0,1000.0,2160.0,58.0
0,MNH-0218S,11,8136,0.0,1058.0,1222.0,58.0
0,MNH-0218S,11,6070,1222.0,1058.0,928.0,58.0
0,MNH-0218S,11,5297,0.0,1116.0,422.0,58.0
0,MNH-0218S,11,5778,422.0,1116.0,422.0,58.0
0,MNH-0218S,11,7077,844.0,1116.0,374.0,48.0
0,MNH-0218S,11,4894,1218.0,1116.0,195.5,48.0
0,MNH-0218S,11,6778,1413.5,1116.0,195.5,48.0
0,MNH-0218S,11,6779,1609.0,1116.0,195.5,48.0
0,MNH-0218S,11,6824,1804.5,1116.0,195.5,48.0
0,MNH-0218S,11,27199,0.0,1174.0,419.5,38.0
0,MNH-0218S,11,28263,419.5,1174.0,419.5,38.0
0,MNH-0218S,11,29325,839.0,1174.0,411.0,38.0
0,MNH-0218S,11,29154,1250.0,1174.0,410.5,38.0
0,MNH-0218S,12,7689,0.0,0.0,1848.0,500.0
0,MNH-0218S,12,5639,1848.0,0.0,499.0,490.0
0,MNH-0218S,12,7832,0.0,500.0,1222.0,499.0
0,MNH-0218S,12,7950,1222.0,500.0,928.0,480.0
0,MNH-0218S,12,7120,0.0,1000.0,591.0,48.0
0,MNH-0218S,12,7190,591.0,1000.0,591.0,48.0
0,MNH-0218S,12,4671,1182.0,1000.0,374.0,48.0
0,MNH-0218S,12,5558,1556.0,1000.0,374.0,48.0
0,MNH-0218S,12,6238,1930.0,1000.0,374.0,48.0
0,MNH-0218S,12,7781,0.0,1048.0,941.0,83.0
0,MNH-0218S,12,8020,0.0,1131.0,941.0,83.0
0,MNH-0218S,13,5395,0.0,0.0,2320.0,477.0
0,MNH-0218S,13,7200,0.0,477.0,555.0,472.0
0,MNH-0218S,13,7562,555.0,477.0,536.0,471.0
0,MNH-0218S,13,5050,1091.0,477.0,1012.0,459.0
0,MNH-0218S,13,4735,0.0,949.0,397.0,195.5
0,MNH-0218S,13,7120,0.0,1144.5,591.0,48.0
0,MNH-0218S,14,7383,0.0,0.0,733.5,448.0
0,MNH-0218S,14,8347,733.5,0.0,733.5,448.0
0,MNH-0218S,14,8597,1467.0,0.0,733.0,447.0
0,MNH-0218S,14,6146,0.0,448.0,733.0,448.0
0,MNH-0218S,14,8614,733.0,448.0,733.0,448.0
0,MNH-0218S,14,5139,1466.0,448.0,448.0,447.0
0,MNH-0218S,14,5678,1914.0,448.0,455.0,390.0
0,MNH-0218S,14,5286,0.0,896.0,661.0,313.0
0,MNH-0218S,14,5201,661.0,896.0,477.0,301.5
0,MNH-0218S,14,4892,1138.0,896.0,458.0,301.5
0,MNH-0218S,14,6664,1596.0,896.0,458.0,301.5
0,MNH-0218S,15,5060,0.0,0.0,852.0,428.0
0,MNH-0218S,15,5800,852.0,0.0,852.0,428.0
0,MNH-0218S,15,7592,1704.0,0.0,447.0,428.0
0,MNH-0218S,15,4883,0.0,428.0,529.0,422.0
0,MNH-0218S,15,5037,529.0,428.0,529.0,422.0
0,MNH-0218S,15,7965,1058.0,428.0,499.0,422.0
0,MNH-0218S,15,6381,1557.0,428.0,480.0,421.0
0,MNH-0218S,15,8389,0.0,850.0,460.0,360.0
0,MNH-0218S,15,8606,460.0,850.0,460.0,360.0
0,MNH-0218S,15,5677,920.0,850.0,451.0,360.0
0,MNH-0218S,15,7103,1371.0,850.0,451.0,360.0
0,MNH-0218S,15,8080,1822.0,850.0,451.0,360.0
0,MNH-0218S,16,7167,0.0,0.0,480.0,421.0
0,MNH-0218S,16,7909,480.0,0.0,480.0,421.0
0,MNH-0218S,16,25057,960.0,0.0,681.0,411.0
0,MNH-0218S,16,5427,1641.0,0.0,591.0,397.0
0,MNH-0218S,16,5875,0.0,422.0,1014.0,408.0
0,MNH-0218S,16,26154,1014.0,422.0,681.0,410.0
0,MNH-0218S,16,28768,1695.0,422.0,681.0,410.5
0,MNH-0218S,16,5495,0.0,833.0,2358.0,380.0
0,MNH-0218S,17,5533,0.0,0.0,2358.0,380.0
0,MNH-0218S,17,7651,0.0,380.0,1402.0,379.0
0,MNH-0218S,17,5091,1402.0,380.0,478.0,380.0
0,MNH-0218S,17,7602,1880.0,380.0,478.0,380.0
